date_time,temperature,humidity,wind_speed,weather_code,weather_condition
2025-05-06T21:00,0.3354099463468147,0.26013993358310644,2.2841925131419685,1.0,Partly Cloudy
2025-05-06T22:00,0.29226039091492945,0.26013993358310644,-0.045752478981311503,51.0,Unknown
2025-05-06T23:00,0.20596128005116057,0.01672925617897785,-0.3786017635703513,51.0,Unknown
2025-05-07T00:00,0.5080081680743525,-0.5512289910973223,1.6554771978071152,0.0,Clear
2025-05-07T01:00,-0.35498294056333957,0.6658243959233208,-1.5620658865536046,1.0,Partly Cloudy
2025-05-07T02:00,-0.22553427426768546,0.01672925617897785,0.17614704407804868,0.0,Clear
2025-05-07T03:00,-0.7433289394503004,0.1790030411150636,-0.6744677943161649,0.0,Clear
2025-05-07T04:00,-1.0885253829053776,0.4224137185191922,-1.0073170789052046,1.0,Partly Cloudy
2025-05-07T05:00,-1.2179740492010316,0.5035506109872351,-0.8593840635322982,3.0,Overcast
2025-05-07T06:00,-1.0885253829053776,0.34127682605114934,-0.6744677943161649,3.0,Overcast
2025-05-07T07:00,-1.045375827473493,0.26013993358310644,-0.7854175558458448,3.0,Overcast
2025-05-07T08:00,-1.4337218263604548,0.34127682605114934,-1.192233348121338,3.0,Overcast
2025-05-07T09:00,-1.3042731600648005,0.26013993358310644,-1.0812835865916581,51.0,Unknown
2025-05-07T10:00,-1.4337218263604548,0.26013993358310644,-0.637484540472938,51.0,Unknown
2025-05-07T11:00,-1.2611236046329162,0.1790030411150636,-0.26765200204067136,2.0,Cloudy
2025-05-07T12:00,-0.7864784948821856,-0.22668142122515075,-0.008769225138084643,0.0,Clear
2025-05-07T13:00,-0.009786497108262453,-1.0380503459055794,-0.637484540472938,0.0,Clear
2025-05-07T14:00,0.5080081680743525,-1.5248717007138366,-0.23066874819744485,0.0,Clear
2025-05-07T15:00,0.9395037223931986,-1.8494192705860082,-0.3046352558838982,0.0,Clear
2025-05-07T16:00,1.5004479430076987,-2.4173775178623083,1.4335776747477555,2.0,Cloudy
2025-05-07T17:00,1.8456443864627758,-2.660788195266437,1.137711644001942,3.0,Overcast
2025-05-07T18:00,2.0182426081903135,-2.904198872670565,1.4335776747477555,3.0,Overcast
2025-05-07T19:00,2.1476912744859677,-3.066472657606651,1.211678151688395,3.0,Overcast
2025-05-07T20:00,2.3202894962135057,-3.147609550074694,0.915812120942582,3.0,Overcast
2025-05-07T21:00,2.1476912744859677,-2.8230619802025223,0.25011355176450173,3.0,Overcast
2025-05-07T22:00,1.7593452755990069,-2.4173775178623083,-0.3046352558838982,3.0,Overcast
2025-05-07T23:00,1.3709992767120445,-1.8494192705860082,-0.7854175558458448,0.0,Clear
2025-05-08T00:00,0.5511577235062377,-1.0380503459055794,-0.8963673173755248,0.0,Clear
2025-05-08T01:00,0.4217090572105836,-0.713502776033408,-1.229216601964565,2.0,Cloudy
2025-05-08T02:00,0.24911083548304577,-0.713502776033408,-0.8224008096890714,3.0,Overcast
2025-05-08T03:00,-0.009786497108262453,-0.5512289910973223,-0.8224008096890714,3.0,Overcast
2025-05-08T04:00,-0.31183338513145437,-0.3078183136931936,-0.8593840635322982,3.0,Overcast
2025-05-08T05:00,-0.6138802731546471,-0.06440763628906501,-0.8593840635322982,3.0,Overcast
2025-05-08T06:00,-0.82962805031407,0.01672925617897785,-0.8593840635322982,3.0,Overcast
2025-05-08T07:00,-0.9590767166097234,-0.06440763628906501,-0.9333505712187513,3.0,Overcast
2025-05-08T08:00,-1.3042731600648005,0.09786614864702071,-1.192233348121338,3.0,Overcast
2025-05-08T09:00,-1.4337218263604548,0.26013993358310644,-1.9688816788290981,3.0,Overcast
2025-05-08T10:00,-1.563170492656108,0.5035506109872351,-2.4126807249478177,1.0,Partly Cloudy
2025-05-08T11:00,-1.0022262720416086,0.34127682605114934,-1.5250826327103781,2.0,Cloudy
2025-05-08T12:00,-0.18238471883580026,0.01672925617897785,-1.8949151711426448,2.0,Cloudy
2025-05-08T13:00,0.9826532778250837,-0.8757765609694937,-2.0798314403587783,0.0,Clear
2025-05-08T14:00,1.7161957201671216,-1.3625979157777508,-1.746982155769738,0.0,Clear
2025-05-08T15:00,2.3202894962135057,-1.6871454856499224,-1.783965409612965,0.0,Clear
2025-05-08T16:00,2.7517850505323516,-1.9305561630540509,-2.449663978791045,0.0,Clear
2025-05-08T17:00,3.0969814939874287,-2.0116930555220938,-2.1168146942020045,0.0,Clear
2025-05-08T18:00,2.838084161396122,-1.7682823781179653,-0.19368549435421797,2.0,Cloudy
2025-05-08T19:00,2.708635495100468,-2.2551037329262225,1.137711644001942,1.0,Partly Cloudy
2025-05-08T20:00,2.3202894962135057,-2.1739668404581796,-0.8224008096890714,1.0,Partly Cloudy
2025-05-08T21:00,1.5867470538714676,-1.2003241308416652,0.4720130748238616,3.0,Overcast
2025-05-08T22:00,1.3709992767120445,-1.0380503459055794,-0.4155850174135782,51.0,Unknown
2025-05-08T23:00,0.9395037223931986,-0.22668142122515075,-0.5635180327864846,2.0,Cloudy
2025-05-09T00:00,0.5943072789381214,0.09786614864702071,-0.4525682712568047,2.0,Cloudy
2025-05-09T01:00,0.0,0.0,0.0,,Unknown
2025-05-09T02:00,0.0,0.0,0.0,,Unknown
2025-05-09T03:00,0.0,0.0,0.0,,Unknown
2025-05-09T04:00,0.0,0.0,0.0,,Unknown
2025-05-09T05:00,0.0,0.0,0.0,,Unknown
2025-05-09T06:00,0.0,0.0,0.0,,Unknown
2025-05-09T07:00,0.0,0.0,0.0,,Unknown
2025-05-09T08:00,0.0,0.0,0.0,,Unknown
2025-05-09T09:00,0.0,0.0,0.0,,Unknown
2025-05-09T10:00,0.0,0.0,0.0,,Unknown
2025-05-09T11:00,0.0,0.0,0.0,,Unknown
2025-05-09T12:00,0.0,0.0,0.0,,Unknown
2025-05-09T13:00,0.0,0.0,0.0,,Unknown
2025-05-09T14:00,0.0,0.0,0.0,,Unknown
2025-05-09T15:00,0.0,0.0,0.0,,Unknown
2025-05-09T16:00,0.0,0.0,0.0,,Unknown
2025-05-09T17:00,0.0,0.0,0.0,,Unknown
2025-05-09T18:00,0.0,0.0,0.0,,Unknown
2025-05-09T19:00,0.0,0.0,0.0,,Unknown
2025-05-09T20:00,0.0,0.0,0.0,,Unknown
2025-05-09T21:00,0.0,0.0,0.0,,Unknown
2025-05-09T22:00,0.0,0.0,0.0,,Unknown
2025-05-09T23:00,0.0,0.0,0.0,,Unknown
2025-05-10T00:00,0.0,0.0,0.0,,Unknown
2025-05-10T01:00,0.0,0.0,0.0,,Unknown
2025-05-10T02:00,0.0,0.0,0.0,,Unknown
2025-05-10T03:00,0.0,0.0,0.0,,Unknown
2025-05-10T04:00,0.0,0.0,0.0,,Unknown
2025-05-10T05:00,0.0,0.0,0.0,,Unknown
2025-05-10T06:00,0.0,0.0,0.0,,Unknown
2025-05-10T07:00,0.0,0.0,0.0,,Unknown
2025-05-10T08:00,0.0,0.0,0.0,,Unknown
2025-05-10T09:00,0.0,0.0,0.0,,Unknown
2025-05-10T10:00,0.0,0.0,0.0,,Unknown
2025-05-10T11:00,0.0,0.0,0.0,,Unknown
2025-05-10T12:00,0.0,0.0,0.0,,Unknown
2025-05-10T13:00,0.0,0.0,0.0,,Unknown
2025-05-10T14:00,0.0,0.0,0.0,,Unknown
2025-05-10T15:00,0.0,0.0,0.0,,Unknown
2025-05-10T16:00,0.0,0.0,0.0,,Unknown
2025-05-10T17:00,0.0,0.0,0.0,,Unknown
2025-05-10T18:00,0.0,0.0,0.0,,Unknown
2025-05-10T19:00,0.0,0.0,0.0,,Unknown
2025-05-10T20:00,0.0,0.0,0.0,,Unknown
2025-05-10T21:00,0.0,0.0,0.0,,Unknown
2025-05-10T22:00,0.0,0.0,0.0,,Unknown
2025-05-10T23:00,0.0,0.0,0.0,,Unknown
